,AreaName,AvgPrice,Latitude,Longitude,PinCode,District,NormPrice,EconomicCategory,CategoryValue
577,Block Ld Dakshini Pitampura,16666.67,28.69176,77.120353,110034,North West District,16.037359320096147,Category I,1
578,Block Sd Delhi,7588.24,28.696568,77.145981,110034,North West District,7.268266098753588,Category I,1
579,Commercial Shop Indra Park,29761.9,28.619936,77.068563,110059,West District,28.68638482614971,Category II,2
580,D3 Street,23333.33,28.564081,77.154981,110057,New Delhi District,22.476860755365866,Category II,2
581,Dda Flats,18888.89,28.606942,77.107619,110058,New Delhi District,18.183859798519386,Category I,1
582,Desh Bandhu Gupta Marg,11125.0,28.652157,77.194249,110005,Central District,10.684515179433344,Category I,1
583,Dilshad Colony New Simapuri,12241.05,28.6884,77.326317,110095,Shahdara District,11.762537093980173,Category I,1
584,Durga Vihar New Delhi,3571.43,28.594923,76.984881,110043,South West District,3.388324154780784,Category I,1
585,Dwarka 29 Sector,3975.63,28.57616,77.050916,110075,South West District,3.778751517228549,Category I,1
586,Dwarka Flyover,9714.29,28.592907,77.079503,110075,South West District,9.321873456329223,Category I,1
587,Dwarka Sec 21,3800.0,28.558233,77.0688,110077,New Delhi District,3.609105902021471,Category I,1
588,Dwarka Sec3,8333.33,28.56448,77.055066,110077,New Delhi District,7.987968037116293,Category I,1
589,Dwarka Sec6 Market,8857.14,28.590629,77.057679,110075,South West District,8.493929830099379,Category I,1
590,Dwarka Sector 12 Pocket 6,7500.0,28.592126,77.044647,110078,South West District,7.183032772523032,Category I,1
591,Dwarka Sector 23 Pocket 1,10584.62,28.56448,77.055066,110077,New Delhi District,10.162547989627498,Category I,1
592,Dwarka Sector 25,3800.0,28.555591,77.054558,110077,South West District,3.609105902021471,Category I,1
593,Epdp Colony,7764.71,28.583717,77.224496,110003,South East Delhi District,7.438723091952888,Category I,1
594,Fajalpur Village,11000.0,28.624655,77.289184,110092,East District,10.563774406781265,Category I,1
595,Gharoli Dairy Farm,10464.43,28.612945,77.332072,110096,East District,10.04645332190707,Category I,1
596,Godavari Apartments,11764.71,28.526516,77.253432,110019,South East Delhi District,11.30242781681944,Category I,1
597,Goyla Vihar,13888.89,28.581475,77.016036,110071,South West District,13.354228892436199,Category I,1
598,Inder Enclave,10344.83,28.70528,77.0464,110086,North West District,9.930928550633562,Category I,1
599,Jagdamba Camp,11111.11,28.520396,77.306913,110076,South East Delhi District,10.671098464776247,Category I,1
600,Kapas Hera Estate,3200.0,28.594804,77.198137,110021,New Delhi District,3.029550193291488,Category I,1
601,Khanpur Dhani,8431.37,28.709851,77.279332,110094,North East District,8.082667439922773,Category I,1
602,Khari Baoli,4878.05,28.657404,77.222944,110006,Central District,4.650422621682068,Category I,1
603,Kondali Main,5625.0,28.614001,77.324394,110096,East District,5.371921182741835,Category I,1
604,Mahaveer Nagar Kotla Mubarakpur,24429.97,28.575093,77.226034,110003,South East Delhi District,23.536134042735277,Category II,2
605,Mahrauli,3518.52,28.500353,77.301768,110044,South East Delhi District,3.3372170005326116,Category I,1
606,Masjid Moth Phase 2,10769.23,28.540533,77.233534,110048,South East Delhi District,10.340867621941902,Category I,1
607,Meenakshi Garden,12213.74,28.639439,77.103622,110018,West District,11.736157649971148,Category I,1
608,Nangloi Saiyed Village,5491.7,28.660145,77.08348,110087,West District,5.2431632227856575,Category I,1
609,Nelson Mandela Marg,20000.0,28.55343,77.166359,110067,New Delhi District,19.257110037731007,Category I,1
610,New Govindpura,6666.67,28.645781,77.284887,110051,East District,6.3780975079297715,Category I,1
611,New Krishna Nagar,5000.0,28.65846,77.283538,110051,Shahdara District,4.768217319481437,Category I,1
612,New Pragatesheel Apartment,7586.21,28.600928,77.320745,110096,East District,7.266305268605719,Category I,1
613,Om Vihar Extn Om Vihar,4943.75,28.617795,77.050624,110059,West District,4.713883971788,Category I,1
614,Om Vihar Phase 4,4750.0,28.625908,77.049997,110059,West District,4.526735774177277,Category I,1
615,Paryatan Vihar,9671.18,28.600932,77.313833,110096,East District,9.280232378656974,Category I,1
616,Pocket 10 Sector B,18000.0,28.532418,77.153659,110070,South District,17.32525767529773,Category I,1
617,Pocket 6 Sector 2,12500.0,28.834456,77.110325,110040,North District,12.012663678606222,Category I,1
618,Pocket 9,16250.0,28.599696,77.09011,110045,South West District,15.634886858168615,Category I,1
619,Pocket 9 Sector B,8181.82,28.531719,77.152256,110070,New Delhi District,7.84162056140016,Category I,1
620,Pocket A Sector 17 Dwarka,8181.82,28.591823,77.028044,110078,South West District,7.84162056140016,Category I,1
621,Police Lines,18181.82,28.697125,77.202464,110009,North District,17.50088237356654,Category I,1
622,Pontoon Bridge,80000.0,28.70587,77.232257,110054,North East District,77.21268091072929,Category IV,4
623,Prime Chowk,8823.53,28.608729,77.208822,110011,New Delhi District,8.46146505114869,Category I,1
624,Puth Khurd Village,3428.57,28.770351,77.04933,110039,North District,3.250331940532175,Category I,1
625,Ram Colony Chattarpur,5555.56,28.496447,77.179047,110030,South District,5.304847268718152,Category I,1
626,Rampura Marg,9259.26,28.676958,77.153963,110035,North West District,8.882348066090215,Category I,1
627,Residential Flat Dharam Pura,3259.81,28.607164,76.992862,110043,South West District,3.087322238190055,Category I,1
628,Residential Flat East Of Kailash,11555.56,28.555346,77.247987,110065,South East Delhi District,11.10040435601798,Category I,1
629,Residential Flat Pocket A,2800.0,28.534737,77.288388,110076,South East Delhi District,2.6431797208048327,Category I,1
630,Residential Flat Pocket D,2777.78,28.531203,77.296619,110076,South East Delhi District,2.6217168410581992,Category I,1
631,Residential Flat Uttam Nagar,3777.78,28.618535,77.056782,110059,West District,3.5876430222748374,Category I,1
632,Residential Floor Drayaganj,5149.79,28.610071,77.20741,110001,New Delhi District,4.912903402165877,Category I,1
633,Residential Floor East Ram Nagar,5288.16,28.623835,77.270836,,East District,5.046558607860823,Category I,1
634,Residential Floor Om Vihar,3442.13,28.626044,77.05264,110059,West District,3.2634298995494726,Category I,1
635,Residential Floor Ram Nagar,3790.38,28.680237,77.296504,110032,Shahdara District,3.5998136921581674,Category I,1
636,Residential Floor Tilak Nagar,4582.82,28.637748,77.088869,110018,West District,4.3652522352014795,Category I,1
637,Residential Floor Uttam Nagar,4382.47,28.618535,77.056782,110059,West District,4.171728924794726,Category I,1
638,Residential Floorblocka Sector,841.24,28.610071,77.20741,110001,New Delhi District,0.7511621540849308,Category I,1
639,Residential Floorpaschim Vihar,8131.84,28.610071,77.20741,110001,New Delhi District,7.793343570862953,Category I,1
640,Residential House Uttam Nagar,2812.5,28.618535,77.056782,110059,West District,2.655253798070041,Category I,1
641,Rocky Area,3333.33,28.712738,77.260986,110094,North East District,3.1583371310331025,Category I,1
642,Sec 6 Pocket 1,8750.0,28.594708,77.074252,110075,South West District,8.39044049904383,Category I,1
643,Sector 112,3188.01,28.855418,77.096334,110040,North District,3.017968738378701,Category I,1
644,Sector 12 Pocket 7,8166.67,28.840909,77.099224,110040,North District,7.826986779754728,Category I,1
645,Sector 13,8750.0,28.721065,77.128913,110089,North District,8.39044049904383,Category I,1
646,Sector 17,8421.05,28.741052,77.115233,110089,North District,8.072699081732617,Category I,1
647,Sector 18 A,7500.0,28.577017,77.050481,110075,South West District,7.183032772523032,Category I,1
648,Sector 18 Rohini,8947.37,28.740602,77.137224,110089,North District,8.581085349430559,Category I,1
649,Sector 21,4200.0,28.558233,77.0688,110077,New Delhi District,3.9954763745081263,Category I,1
650,Sector 21 Dwarka New Delhi,8452.38,28.55764,77.067198,110077,New Delhi District,8.102961548990132,Category I,1
651,Sector 25 Dwarka,4368.42,28.555591,77.054558,110077,South West District,4.158157661948633,Category I,1
652,Sector 37,5241.64,28.854101,77.102567,110040,North District,5.001623721910625,Category I,1
653,Sector B,17142.86,28.522471,77.164599,110070,South District,16.4973237083297,Category I,1
654,Shankar Garden,10540.54,28.629272,77.071521,110018,West District,10.11996996355947,Category I,1
655,Sheikh Sarai Inner Lane,16206.9,28.536347,77.221134,110017,South District,15.593255439758178,Category I,1
656,Siddharth Enclave,12500.0,28.617713,77.064994,110059,South West District,12.012663678606222,Category I,1
657,Siddhartha Enclave,11818.18,28.574015,77.258609,110014,South East Delhi District,11.354075889729094,Category I,1
658,Siddhartha Extension,9200.0,28.580603,77.258955,110014,South East Delhi District,8.825107280591316,Category I,1
659,Suraj Vihar,5625.0,28.612379,77.032206,110078,South West District,5.371921182741835,Category I,1
660,Sushant Vihar,3499.69,28.775758,77.168902,110036,North District,3.3190286105403026,Category I,1
661,Telibara,5333.33,28.632694,77.21966,,New Delhi District,5.0901894934663785,Category I,1
662,Timarpur,916.39,28.701694,77.221352,110054,Central District,0.8237515066033612,Category I,1
663,Vijay Mandal Enclave,12500.0,28.540769,77.204163,110016,South District,12.012663678606222,Category I,1
664,Vikaspuri Flyover,7222.22,28.638774,77.075727,110018,West District,6.914717797904675,Category I,1
